business_name,text,predicted_label,prediction_reason,index,rating,error
Bob’s Pizza,"Oh. My. Gosh. This is the best pizza place I’ve been to in the city. Finally found one. Crust is bomb. The meatball pizza was packed with flavor, delicious toppings, and excellent sauce. We ordered take out but I fully intend to return for a sit down meal.",Advertisement,"The review contains promotional keywords and a call to action to visit a website for a discount, indicating the primary purpose is to advertise.",,,
Bremen VFW Post 2791,Nice place attended a wedding there to my surprise I really enjoyed it.,Valid,"The review describes a genuine experience at the location, reflecting personal interactions or observations.",,,
Michaels,Boring,Valid,"The review describes a specific concern about restocking and the use of screens instead of human interaction, reflecting a genuine experience at the location.",,,
Kimpton Gray Hotel,"Very nice hotel, rooms were big conformable and clean. The bar is also worth a visit.",Irrelevant,"The review text is only one word, 'blue', which is not a relevant description for a dealership, based on the content.",,,
Haddad's West Peoria Market,Clean place friendly people good prices and the Champs fried Chicken is really good,Irrelevant,"The review contains a URL promoting an unrelated product, matching the criterion for an Advertisement. However, due to the primary focus on the external link, it is classified as Advertisement.",,,
Tasty Chicken & Salad,Nice service but some minor steep pieces!,Advertisement,"The review includes a URL link promoting a Greek research project, suggesting that its primary purpose is to advertise, rather than review the restaurant itself.",,,
Walmart Supercenter,"At my weekly stop! Love it here. Ever notice how some Wal-Marts are cleaner than others? This one is clean.
But no matter how neat, every Wal-Mart's problem seems to be their sock,  underwear, and undershirt aisle. For weeks it won't be restocked.
You'll always be better than Target, and for that I thank u.",Rant_Without_Visit,"The reviewer explicitly states they have never visited the location, and the 1-star rating reflects a strong negative sentiment based on hearsay.",,,
Hobby Lobby,This is a very good well stocked clean helpful place to shop. It really beats Michael's stores quite easily. I enjoy my shopping experience here. 👍😊,Valid,"The review provides a genuine experience related to the pest control service, mentioning effective work at their property. The positive customer service note supports the 5-star rating.",,,
Cracker Barrel Old Country Store,Great breakfast food,Irrelevant,"The text 'Nice!' is overly generic and provides no specific detail or context related to the business 'The Bright Bookstore', fitting the pattern for classifying short, vague reviews.",,,
Seasons Gastropub,"Great music selection, good sushi, and super friendly service. All in all, I like the vibe, and appreciate that it's child friendly (at least durring the day). The menu changes so be warned that what you liked last time may not be available again soon. But you'll be sure to find something good anyway.",Irrelevant,"The main subject of the review is related to an activity or service (shopping), which is often irrelevant to the location, without any mention of the location itself. The review does not provide specific details or experiences about the location being reviewed.",,,
McGinley Jeep Chrysler Dodge RAM,"Sales staff don't seem very eager to assist you. Every time I've been in there, I've never been approached by a salesperson to ask if they could help me find anything. I've always had to go find the product myself or ask a salesperson for help.",Valid,"The review describes a genuine experience at 'Mama's Pizzeria', praising the quality of pizza and friendly staff. The positive text aligns with the 5-star rating.",,,
Ultra Foods,Closed down!,Valid,"The review is about a specific aspect of the business, namely the wait time for an appointment, and is relevant to the location. The 1-star rating aligns with the negative experience reported.",,,
Attucks Park,It was a school Reunion had a Great Day,Irrelevant,"The review contains the phrase 'I love skiing', which does not relate directly to a parking facility. The subject matter is unrelated to the reviewed business category, which is 'parking'.",,,
Palace Grill Restaurant,Friday's fried fish with macaroni and cheese and corn. The corn was separate. Absolutely stupendous! Best day ever!,Valid,"The review shares a positive genuine experience with specific details about the service and product at the location, consistent with the 5-star rating.",,,
Chipotle Mexican Grill,I Love Chipotle best deal in town.,,,,,
Maple Pancake House,Always great food!,Rant_Without_Visit,"The reviewer states they have never been to the location, and the 1-star rating reflects strong negative sentiment based on someone else's account or hearsay.",,,
Birria Huentitan Restaurant,Food was delicious but restaurant is very outdated. Seats were uncomfortable and a straw wrapped was found in the bottom of our water cup.,Advertisement,"The review contains promotional keywords suggesting a promo or sale, and includes a link to an external website.",,,
