business_name,text,predicted_label,prediction_reason,index,rating,error,name,description,category
New China Buffet,Good place to eat for cheap,Valid,"The review provides a genuine opinion about the restaurant experience, mentioning it's a good place for affordable dining. The 5-star rating is consistent with the positive sentiment, and the content is directly relevant to the Chinese buffet restaurant.",,,,New China Buffet,,"['Chinese restaurant', 'Buffet restaurant']"
Woodford Reserve Distillery,Great tour and gift shop.,Valid,"The review describes a genuine experience at the distillery, mentioning both the tour and gift shop which are relevant to the business categories (Distillery, Tourist attraction, Gift basket store). The 5-star rating is consistent with the positive feedback.",,,,Woodford Reserve Distillery,,"['Distillery', 'Cafe', 'Gift basket store', 'History museum', 'Liquor store', 'Tourist attraction']"
"Fayette Heating & Air, A/C Repair, HVAC, UV Lights Lexington KY","I called for a technician to make my home cool again. The last week has been brutally hot. We got Someone to come to our house and tell us our AC system is just plain old. Having been with the company over 15 years, I trusted his assessment and took an estimate on a new system install. My house reaching temps over 80 degrees, as I scramble to put together $7000 for a new install, I began to get curious. Being mechanically inclined, I took a look at my system, wondering how something becomes “too old” to cool my house as it did the week before. Upon my inspections I found my Coil was frozen into a solid block.

They never took the time to look at this, I don’t know why, perhaps because he was too busy, or complaining about the heat, or perhaps because he’s so close to retirement he doesn’t feel the need to perform, or perhaps he gets some incentive to sell more installs, but nevertheless I was charged $80 for them to write me an estimate on an install I may or may not need, time will tell.

Comfort heating and air seems to have a much better service history, and their estimate was much better quality than the one provided to me.

I like the “technician” as a guy, but after taking $80 of my hard earned cash, I needed to share this experience.",Valid,"This is a detailed review describing a genuine service experience with Fayette Heating & Air. The reviewer describes calling for AC repair, having a technician visit, receiving an assessment and estimate, and discovering issues with the diagnosis. The 1-star rating is consistent with the negative experience described, and the content is directly relevant to the HVAC contractor business category and services.",,,,"Fayette Heating & Air, A/C Repair, HVAC, UV Lights Lexington KY",,"['HVAC contractor', 'Air conditioning contractor', 'Air duct cleaning service', 'Electrician', 'Heating contractor']"
Shell,Nice,Valid,"The review provides a positive assessment ('Nice') with a 4-star rating that is consistent with the sentiment. While brief, the comment is relevant to the gas station business and reflects a genuine experience.",,,,Shell,,"['Gas station', 'ATM', 'Convenience store', 'Restaurant']"
Crystal Clean Car Wash,Love this,Valid,"The review expresses a positive sentiment ('Love this') with a 5-star rating that is consistent with the text. While brief, the review is relevant to the car wash business and represents a genuine customer experience.",,,,Crystal Clean Car Wash,,['Car wash']
Moby Dick Restaurants,"The food was nice and hot, but it came out after what seemed to be awhile, but could have been because of a possibly long order by another person.",Valid,"The review describes a genuine dining experience at the seafood restaurant, mentioning food quality (nice and hot) and service timing. The 4-star rating is consistent with the mixed but overall positive feedback about the food despite longer wait times.",,,,Moby Dick Restaurants,,"['Restaurant', 'Seafood restaurant']"
Walmart Supercenter,"It's a Walmart, not quite a Target but more than an empty plot",Valid,"The review provides a genuine comparative assessment of the Walmart location, relating it to Target (a competitor) and expressing a moderate positive opinion with a 4-star rating. The content is relevant to the department store business.",,,,Walmart Supercenter,,"['Department store', 'Clothing store', 'Craft store', 'Electronics store', 'Furniture store', 'Grocery store', 'Hardware store', 'Home goods store', 'Sporting goods store', 'Toy store']"
Flying J Travel Center,Really nice place,Valid,"The review provides a genuine positive assessment of the travel center with a 5-star rating that matches the positive sentiment. While brief, the comment 'Really nice place' is relevant to evaluating the overall experience at a truck stop/travel center.",,,,Flying J Travel Center,,"['Truck stop', 'Convenience store', 'Gas station']"
Vapor Lab,"Think prices are very high, not the same place as 3 years ago",Valid,"The review provides a genuine opinion about the business, commenting on pricing and changes over time, which is relevant to a vaporizer store experience.",,,,Vapor Lab,,['Vaporizer store']
Wash Me LLC,"Had so much trouble with their cash machine, and ended up losing $5. I called and specifically asked for a refund and not a coupon and of course, I get a friggin coupon that I will never use because this car wash sucks so bad. I'm also going to make sure No one I know goes there either. They had a chance to make it right. Keep the $5, hope it was worth it. Terrible!",Valid,"The review describes a genuine negative experience at the car wash, including specific details about problems with the cash machine, losing money, calling for a refund, and receiving a coupon instead. The 1-star rating is consistent with the detailed complaint about the service.",,,,Wash Me LLC,,['Car wash']
O'Charley’s Restaurant & Bar,"(Translated by Google) Barific!

(Original)
Barific!",Irrelevant,"The review text 'Barific!' appears to be a made-up word or exclamation that doesn't relate to the restaurant experience, food, service, or atmosphere. Despite the 4-star rating, the content doesn't provide any meaningful information about O'Charley's Restaurant & Bar or connect to its American restaurant/bar & grill category.",,,,O'Charley’s Restaurant & Bar,"Relaxed chain restaurant cooking American comfort staples, with a kids' menu & full bar.","['American restaurant', 'Bar & grill']"
Outback Steakhouse,"Good food, great service",Valid,"The review describes a genuine dining experience at Outback Steakhouse, with positive comments about food and service that are directly relevant to the restaurant. The 5-star rating is consistent with the positive feedback.",,,,Outback Steakhouse,"Boisterous Australian-themed chain serving steaks, seafood & other hearty steakhouse fare.","['Steak house', 'American restaurant', 'Australian restaurant', 'Bar', 'Bar & grill', 'Gluten-free restaurant', 'Takeout Restaurant', 'Restaurant']"
Time 4 Thai,"Have eaten lunch and dinner here - absolutely phenomenal Thai food! The staff are very helpful and can offer suggestions if you are torn between choices - & that happens every time we're there- so many choices! They can cater to any food style - great vegan, vegetarian, seafood OR meat choices. They can dial down the heat for wusses like me or go Thai hot for the adventurous palate like my spouse.  Delicious! Save room for their delicious AND unbelievable desserts - like HOMEMADE coconut ice cream - yummy! Used to have to drive to Frankfort for authentic Thai but not any more! You have to try this place- you will NOT be sorry!",Valid,"The review provides a detailed and genuine dining experience at a Thai restaurant, describing specific aspects like food quality, staff helpfulness, menu variety, spice levels, and desserts. The 5-star rating is consistent with the enthusiastic and positive tone throughout the review.",,,,Time 4 Thai,,"['Thai restaurant', 'Restaurant']"
