business_name,text,predicted_label,prediction_reason,name,description,category
Old Chicago,Great service and food on a Saturday afternoon.,Valid,"The review provides a genuine experience about the restaurant, mentioning both service and food quality, which directly relates to Old Chicago's business as a family restaurant and bar. The 5-star rating is consistent with the positive feedback.",Old Chicago,Family-friendly chain restaurant featuring Italian entrees along with a wide beer selection.,"['Pizza restaurant', 'Bar', 'Bar & grill', 'Family restaurant', 'Italian restaurant', 'Sports bar']"
Les Schwab Tire Center,I love Les Schwab Tire Center people that are always very helpful even if they get extremely busy during the pre winter and post winter times. I'm always grateful for the generosity in taking care of the small things. I feel like their prices on tires and Batteries and other things are fair,Valid,"The review describes a genuine experience with Les Schwab Tire Center, mentioning specific services (tires, batteries) that align with the business category (tire shop, car battery store), and provides detailed feedback about staff helpfulness and pricing.",Les Schwab Tire Center,,"['Tire shop', 'Brake shop', 'Car battery store', 'Truck repair shop', 'Wheel alignment service']"
The Breakfast Club,Let me start this off by saying the breakfast club is amazing and i loved it when i was in school over in missoula. When one opened up here in helena i was ecstatic. I always had a good experience there. That is up until the last several times ive been there. The workers are now more upset and general annoyance that im there. I usually get the athlete with no salsa and sour cream but replace it with gravy. Recently when i ask for that i have not gotten any gravy on my burrioto. I thought this was just a fluke but after 4 burritos i can no longer call it that. Ultimitly the food is still good but the service is starting to become an issue.,Valid,"The review describes genuine personal experiences at The Breakfast Club location, including specific details about menu items (the athlete burrito with customizations), service quality changes over time, and multiple visits. The 3-star rating is consistent with the mixed feedback about good food but declining service.",The Breakfast Club,,['Cafe']
FlippsMart Consignment Showroom,"Cool idea, this is an awesome concept and good people!",Valid,"The review expresses genuine positive feedback about the consignment shop concept and staff, which is relevant to the business category. The 5-star rating aligns with the positive sentiment expressed.",FlippsMart Consignment Showroom,,"['Consignment shop', 'Used furniture store']"
Slumberland Furniture - Billings,Good help,Valid,"The review 'Good help' with a 5-star rating is relevant to the furniture store business. Although brief, it refers to the customer service experience ('help') which is directly related to the store's operations and services.",Slumberland Furniture - Billings,"Chain showcasing a variety of furniture, mattresses & home accent pieces, such as mirrors & benches.","['Furniture store', 'Bedroom furniture store', 'Kitchen furniture store', 'Mattress store', 'Sofa store']"
Taco Time,Exspincive but good like alwats,Valid,"The review describes a genuine experience at the taco restaurant, commenting on both price ('Expensive') and quality ('good like always'), which is relevant to the Mexican fast-food establishment. Despite spelling errors, the content relates directly to the business.",Taco Time,"Longtime Mexican fast-food chain serving tacos, crisp burritos & kids' meals in simple surrounds.","['Taco restaurant', 'Burrito restaurant', 'Fast food restaurant', 'Mexican restaurant', 'Salad shop', 'Spanish restaurant', 'Tex-Mex restaurant']"
Heights Ace Hardware,Always helpful.. little spendy but we'll worth it.,Valid,"The review describes a genuine experience at the hardware store, mentioning helpfulness of staff and pricing, which are relevant aspects of shopping at a hardware store. The 5-star rating is consistent with the positive sentiment expressed.",Heights Ace Hardware,"Chain retailer stocking household tools, supplies & more (many family-run or independently owned).","['Hardware store', 'Home improvement store', 'Paint store', 'Tool store']"
Last Chance Casino,Such a friendly place,Irrelevant,"The review text 'Such a friendly place' is too vague and does not relate to the business category 'American restaurant'. The comment doesn't mention food, dining experience, or any restaurant-specific aspects, making it irrelevant to the restaurant business.",Last Chance Casino,,['American restaurant']
CJ's Den,Service was good. Great place for a burger in Stevensville.,Valid,"The review describes a genuine dining experience at CJ's Den, mentioning service quality and recommending it for burgers, which aligns with the 'Bar & grill' category. The 5-star rating is consistent with the positive feedback.",CJ's Den,,['Bar & grill']
Mazevo Coffee Roasters & Espresso Bar,Wanted a hot espresso drink. It was just warm like the temperature I would give hot chocolate to my granddaughter.,Valid,"The review describes a genuine experience at the coffee shop, specifically about the temperature of an espresso drink. The 2-star rating is consistent with the dissatisfaction expressed about the drink being served too warm rather than hot, which is relevant to the coffee shop's service quality.",Mazevo Coffee Roasters & Espresso Bar,,['Coffee shop']
Fat Tuesday Casino,"Slow pace, quiet.",Valid,"The review describes the atmosphere of the bar/casino (slow pace, quiet) which is relevant to the location experience, and the 4-star rating suggests a positive overall assessment despite the brief description.",Fat Tuesday Casino,,['Bar']
Kootenai Falls Suspension Bridge,Absolutely beautiful!,Valid,"The review expresses a positive sentiment about the location with 'Absolutely beautiful!' which is relevant to a tourist attraction/bridge, and the 5-star rating is consistent with the enthusiastic text.",Kootenai Falls Suspension Bridge,,"['Bridge', 'Tourist attraction']"
Ciao Mambo,Delicious. Love this place.,Valid,"The review expresses genuine positive sentiment about the restaurant experience with 'Delicious' and 'Love this place', which directly relates to the Italian restaurant's food and overall experience. The 5-star rating is consistent with the positive text.",Ciao Mambo,"Local chain serving a menu of Italian dishes & wine in relaxed, art-filled surroundings.",['Italian restaurant']
